"pos","Wine","Vintage","GWS","CI","NBJ","_id","_vintageId"
15,"Numanthia, Termanthia', Toro",2005,95.9,"A+",3,1126964,1446557
24,"Numanthia, Termanthia', Toro",2000,95.16,"B",5,1126964,2705166
26,"Numanthia, Termanthia', Toro",2012,94.97,"C+",3,1126964,5138113
28,"Numanthia, Termanthia', Toro",2003,94.94,"B",5,1126964,1916220
29,"Numanthia, Termanthia', Toro",2008,94.9,"A+",5,1126964,1192774
30,"Numanthia, Termanthia', Toro",2006,94.87,"B+",6,1126964,1434169
32,"Numanthia, Termanthia', Toro",2002,94.86,"B",4,1126964,2025330
53,"Numanthia, Termanthia', Toro",2001,93.98,"C+",6,1126964,1916223
63,"Numanthia, Termanthia', Toro",2011,93.56,"B",5,1126964,1876990
73,"Numanthia, Termanthia', Toro",2009,93.37,"B",7,1126964,1418120
97,"Numanthia, Termanthia', Toro",2007,92.68,"B",6,1126964,1149805
92,"Numanthia, Termes, Toro",2004,92.79,"B+",4,1167280,1956421
18,"Numanthia, Toro",2004,95.76,"B",3,77888,1450299
34,"Numanthia, Toro",2003,94.81,"B",4,77888,1269237
58,"Numanthia, Toro",1999,93.73,"B+",3,77888,2003507
72,"Numanthia, Toro",2010,93.42,"A+",5,77888,1393204
76,"Numanthia, Toro",2006,93.29,"A",4,77888,1306018
81,"Numanthia, Toro",2005,93.14,"B",3,77888,1683686
88,"Numanthia, Toro",2012,93.02,"B",6,77888,4534192
98,"Numanthia, Toro",2001,92.67,"C",3,77888,1598010
41,"Torres, Mas La Plana Cabernet Sauvignon, Penedes",2012,94.41,"A+",3,1161798,5381534
23,"Torres, Reserva Real, Penedes",2011,95.19,"B",5,28104,4039492
40,"Torres, Reserva Real, Penedes",2001,94.57,"C+",3,28104,30754
70,"Torres, Reserva Real, Penedes",2006,93.46,"B",4,28104,1235191
96,"Vega Sicilia, Tinto Valbuena 3, Ribera Del Duero",2004,92.69,"A+",3,1175427,1546978
31,"Vega Sicilia, Tinto Valbuena 5, Ribera Del Duero",2011,94.86,"A",5,1175427,2024073
46,"Vega Sicilia, Tinto Valbuena 5, Ribera Del Duero",2006,94.3,"C",3,1175427,1467345
48,"Vega Sicilia, Tinto Valbuena 5, Ribera Del Duero",2009,94.25,"A+",4,1175427,1881821
57,"Vega Sicilia, Tinto Valbuena 5, Ribera Del Duero",2010,93.73,"B",5,1175427,2054829
60,"Vega Sicilia, Tinto Valbuena 5, Ribera Del Duero",2013,93.66,"B+",3,1175427,2688109
62,"Vega Sicilia, Tinto Valbuena 5, Ribera Del Duero",2012,93.62,"A+",6,1175427,5151705
64,"Vega Sicilia, Tinto Valbuena 5, Ribera Del Duero",2004,93.55,"B",4,1175427,1546978
69,"Vega Sicilia, Tinto Valbuena 5, Ribera Del Duero",2002,93.48,"C",3,1175427,1786634
74,"Vega Sicilia, Tinto Valbuena 5, Ribera Del Duero",2003,93.36,"C",3,1175427,1549669
1,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2015,97.04,"C+",3,,
11,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2014,94.89,"C+",4,,
20,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2000,94.16,"B",4,,
21,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2013,94.16,"B",4,,
24,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2008,94.08,"B",3,,
36,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2005,93.7,"B",5,,
39,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2011,93.64,"B",4,,
40,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",1999,93.6,"B",5,,
48,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2003,93.21,"C+",3,,
51,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2006,93.13,"B+",3,,
60,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2012,92.92,"B",3,,
62,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",1997,92.83,"B+",5,,
66,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2009,92.76,"B",6,,
68,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2010,92.74,"B",4,,
98,"Casa Lapostolle, Clos Apalta, Valle De Colchagua",2001,91.95,"C+",5,,
26,"Concha Y Toro, Carmin De Peumo Carmenere, Valle Del Rapel",2005,94.05,"B",3,20717,68914
33,"Concha Y Toro, Carmin De Peumo Carmenere, Valle Del Rapel",2013,93.77,"A",4,20717,2858168
43,"Concha Y Toro, Carmin De Peumo Carmenere, Valle Del Rapel",2012,93.54,"B",4,20717,2698869
96,"Concha Y Toro, Carmin De Peumo Carmenere, Valle Del Rapel",2010,92.03,"B",4,20717,2522121
2,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2015,96.39,"B+",4,,
8,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2014,95.64,"B",5,,
14,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2010,94.56,"A",6,,
16,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2012,94.48,"B",7,,
23,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2011,94.14,"A",7,,
42,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2006,93.57,"A",5,,
44,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2005,93.51,"B+",7,,
50,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2013,93.18,"A+",7,,
56,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2008,93.03,"A",4,,
64,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2009,92.8,"B+",6,,
67,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2001,92.76,"B",6,,
80,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2004,92.35,"B+",4,,
85,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2003,92.25,"C+",4,,
90,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2007,92.11,"A",8,,
94,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",1999,92.07,"B",6,,
100,"Cousino Macul, Lota Red, Valle Del Maipo",2006,91.85,"B",6,48314,1405958
84,"Emiliana, 'Ge' Red Blend, Valle De Colchagua",2010,92.25,"C+",3,,
89,"Emiliana, 'Ge' Red Blend, Valle De Colchagua",2005,92.12,"B+",4,,
99,"Emiliana, 'Ge' Red Blend, Valle De Colchagua",2006,91.86,"C+",3,,
4,"Errazuriz, Aconcagua Costa 'Las Pizarras' Chardonnay, Blanco, Valle Del Aconcagua",2015,95.9,"B",3,,
19,"Errazuriz, Aconcagua Costa 'Las Pizarras' Chardonnay, Blanco, Valle Del Aconcagua",2016,94.29,"C+",3,,
58,"Errazuriz, Aconcagua Costa 'Las Pizarras' Chardonnay, Blanco, Valle Del Aconcagua",2014,92.96,"B",6,,
12,"Errazuriz, Aconcagua Costa Las Pizarras Pinot Noir, Valle Del Aconcagua",2016,94.68,"C+",3,4948910,151869754
49,"Errazuriz, Aconcagua Costa Las Pizarras Pinot Noir, Valle Del Aconcagua",2014,93.19,"B",5,4948910,147549367
55,"Errazuriz, Aconcagua Costa Las Pizarras Pinot Noir, Valle Del Aconcagua",2015,93.05,"C",4,4948910,147847985
17,"Errazuriz, Don Maximiano Founder'S Reserve, Valle Del Aconcagua",2015,94.42,"B+",3,1977,14407934
65,"Errazuriz, Don Maximiano Founder'S Reserve, Valle Del Aconcagua",2014,92.8,"B+",4,1977,4535430
70,"Errazuriz, Don Maximiano Founder'S Reserve, Valle Del Aconcagua",2011,92.69,"A+",6,1977,1433115
71,"Errazuriz, Don Maximiano Founder'S Reserve, Valle Del Aconcagua",2013,92.69,"A+",7,1977,3249166
47,"Errazuriz, Kai Carmenere, Valle Del Aconcagua",2013,93.25,"B",3,1979,10669288
73,"Errazuriz, Kai Carmenere, Valle Del Aconcagua",2010,92.63,"B",3,1979,1689259
9,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2014,95.44,"C+",5,2774263,4154805
10,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2015,94.94,"C+",4,2774263,15112460
18,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2013,94.39,"B+",6,2774263,2756036
29,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2011,93.94,"B+",5,2774263,2110213
31,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2001,93.81,"C+",4,2774263,1326002
35,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2007,93.71,"B+",7,2774263,1201757
45,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2008,93.31,"B+",4,2774263,1171322
53,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2012,93.09,"C+",3,2774263,1995208
82,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2006,92.3,"B",7,2774263,28074
87,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2010,92.17,"B+",7,2774263,1683801
91,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2009,92.11,"B+",6,2774263,1545049
97,"Errazuriz, Vinedo Chadwick, Valle Del Maipo",2005,92.01,"B",5,2774263,1401167
93,"Miguel Torres, Manso De Velasco' Cabernet Sauvignon Viejas Vinas, Valle De Curico",2010,92.09,"B",4,,
22,"Montes Folly, Syrah, Valle De Colchagua",2001,94.15,"C+",3,71264,1637719
28,"Montes Folly, Syrah, Valle De Colchagua",2007,93.96,"B",4,71264,1401307
63,"Montes Folly, Syrah, Valle De Colchagua",2011,92.82,"C+",5,71264,2451130
75,"Montes Folly, Syrah, Valle De Colchagua",2006,92.6,"B",4,71264,77874
76,"Montes Folly, Syrah, Valle De Colchagua",2000,92.49,"C+",3,71264,1374394
79,"Montes Folly, Syrah, Valle De Colchagua",2013,92.37,"B+",4,71264,3151675
81,"Montes Folly, Syrah, Valle De Colchagua",2005,92.32,"B",4,71264,1376481
95,"Montes Folly, Syrah, Valle De Colchagua",2004,92.04,"A",6,71264,85525
27,"Montes, Alpha M, Valle De Colchagua",2009,94.03,"B+",3,1664699,2647262
52,"Montes, Alpha M, Valle De Colchagua",2013,93.09,"C+",3,1664699,3241040
78,"Montes, Alpha M, Valle De Colchagua",1999,92.45,"B",5,1664699,3034634
86,"Santa Carolina, Luis Pereira, Valle Central",2012,92.17,"A",4,,
5,"Sena, Valle Del Aconcagua",2013,95.89,"B",5,,
7,"Sena, Valle Del Aconcagua",2015,95.71,"B",5,,
15,"Sena, Valle Del Aconcagua",2014,94.55,"B",5,,
30,"Sena, Valle Del Aconcagua",2012,93.86,"B",6,,
32,"Sena, Valle Del Aconcagua",2010,93.8,"B+",4,,
38,"Sena, Valle Del Aconcagua",2008,93.64,"B",5,,
57,"Sena, Valle Del Aconcagua",2011,92.99,"B+",5,,
59,"Sena, Valle Del Aconcagua",2009,92.95,"A+",5,,
74,"Sena, Valle Del Aconcagua",2006,92.61,"B",6,,
83,"Sena, Valle Del Aconcagua",2007,92.3,"B+",5,,
92,"Sena, Valle Del Aconcagua",2001,92.09,"B",6,,
3,"Vina Almaviva, Puente Alto",2015,96.01,"B",5,,
6,"Vina Almaviva, Puente Alto",2016,95.77,"A",3,,
13,"Vina Almaviva, Puente Alto",2014,94.66,"B",4,,
25,"Vina Almaviva, Puente Alto",2010,94.07,"B+",6,,
34,"Vina Almaviva, Puente Alto",2013,93.72,"A+",5,,
37,"Vina Almaviva, Puente Alto",2011,93.67,"A",5,,
41,"Vina Almaviva, Puente Alto",2012,93.58,"A",7,,
46,"Vina Almaviva, Puente Alto",2009,93.28,"B",6,,
54,"Vina Almaviva, Puente Alto",1999,93.08,"C",3,,
61,"Vina Almaviva, Puente Alto",2003,92.87,"B+",7,,
69,"Vina Almaviva, Puente Alto",2008,92.71,"C+",3,,
72,"Vina Almaviva, Puente Alto",2007,92.68,"A+",5,,
77,"Vina Almaviva, Puente Alto",2004,92.48,"A",3,,
88,"Vina Almaviva, Puente Alto",2005,92.13,"A",3,,
52,"Beaumont Family Wines, Hope Marguerite Chenin Blanc, White, Bot River",2015,91.58,"A+",5,,
67,"Beaumont Family Wines, Hope Marguerite Chenin Blanc, White, Bot River",2012,90.94,"B",3,,
89,"Beaumont Family Wines, Hope Marguerite Chenin Blanc, White, Bot River",2013,90.14,"B",4,,
75,"Constantia Glen, Two, White, Constantia",2015,90.71,"B",3,,
27,"De Toren, Fusion V, Stellenbosch",2012,92.84,"B",4,,
41,"De Toren, Fusion V, Stellenbosch",2008,92.13,"B",3,,
50,"De Toren, Fusion V, Stellenbosch",2015,91.8,"B",3,,
57,"De Toren, Fusion V, Stellenbosch",2009,91.35,"B+",5,,
66,"De Toren, Fusion V, Stellenbosch",2010,91.02,"B",5,,
81,"De Toren, Fusion V, Stellenbosch",2014,90.58,"B+",3,,
86,"De Toren, Fusion V, Stellenbosch",2011,90.35,"A+",3,,
55,"De Toren, Z, Stellenbosch",2012,91.46,"A",4,,
71,"De Toren, Z, Stellenbosch",2008,90.82,"B+",3,,
80,"De Toren, Z, Stellenbosch",2013,90.58,"A+",3,,
82,"De Toren, Z, Stellenbosch",2010,90.54,"A+",4,,
32,"Ernie Els Wines, Signature, Stellenbosch",2007,92.38,"B+",3,,
34,"Ernie Els Wines, Signature, Stellenbosch",2008,92.33,"A",3,,
42,"Ernie Els Wines, Signature, Stellenbosch",2011,91.99,"B",3,,
51,"Ernie Els Wines, Signature, Stellenbosch",2009,91.64,"B+",4,,
60,"Ernie Els Wines, Signature, Stellenbosch",2013,91.09,"C+",3,,
21,"Kanonkop Estate, Black Label Pinotage, Stellenbosch",2014,93.15,"A+",4,,
30,"Kanonkop Estate, Paul Sauer, Stellenbosch",2011,92.45,"A",4,,
39,"Kanonkop Estate, Paul Sauer, Stellenbosch",2013,92.23,"A+",4,,
49,"Kanonkop Estate, Paul Sauer, Stellenbosch",1998,91.84,"A",3,,
54,"Kanonkop Estate, Paul Sauer, Stellenbosch",2007,91.51,"B+",4,,
56,"Kanonkop Estate, Paul Sauer, Stellenbosch",2008,91.39,"A",4,,
61,"Kanonkop Estate, Paul Sauer, Stellenbosch",2005,91.08,"B",3,,
73,"Kanonkop Estate, Paul Sauer, Stellenbosch",2010,90.77,"B",4,,
84,"Kanonkop Estate, Paul Sauer, Stellenbosch",2009,90.47,"B",7,,
63,"Kanonkop Estate, Pinotage, Stellenbosch",2012,91.04,"A",5,,
69,"Kanonkop Estate, Pinotage, Stellenbosch",2008,90.84,"B",3,,
76,"Kanonkop Estate, Pinotage, Stellenbosch",1999,90.67,"B",3,,
79,"Kanonkop Estate, Pinotage, Stellenbosch",2014,90.61,"A+",4,,
6,"Klein Constantia, Vin de Constance, white, sweet, Constantia",2013,95.14,"B+",4,,
7,"Klein Constantia, Vin de Constance, white, sweet, Constantia",2007,95.08,"B",5,,
8,"Klein Constantia, Vin de Constance, white, sweet, Constantia",2006,94.7,"B",5,,
12,"Klein Constantia, Vin de Constance, white, sweet, Constantia",2014,94.28,"A+",3,,
16,"Klein Constantia, Vin de Constance, white, sweet, Constantia",2005,93.69,"A",6,,
35,"Klein Constantia, Vin de Constance, white, sweet, Constantia",2008,92.31,"C+",4,,
45,"Klein Constantia, Vin de Constance, white, sweet, Constantia",2011,91.92,"C+",3,,
53,"Meerlust Estate, Rubicon, Stellenbosch",2007,91.56,"B+",5,,
83,"Mullineux and Leeu Family Wines, Kloof Street Swartland Rouge, Swartland",2009,90.53,"B",3,,
10,"Mullineux and Leeu Family Wines, Schist Syrah, Swartland",2011,94.38,"B+",3,1853727,3125662
14,"Mullineux and Leeu Family Wines, Schist Syrah, Swartland",2012,93.77,"B",3,1853727,4463342
18,"Mullineux and Leeu Family Wines, Schist Syrah, Swartland",2010,93.41,"B+",6,1853727,4347970
26,"Mullineux and Leeu Family Wines, Schist Syrah, Swartland",2015,92.85,"A",4,1853727,27195879
77,"Raats Family Wines, Jasper Red, Stellenbosch",2013,90.64,"B",3,,
88,"Raats Family Wines, Jasper Red, Stellenbosch",2015,90.21,"B",3,,
11,"Raats Family Wines, MR Mvemve Raats de Compostella, Stellenbosch",2009,94.34,"B",4,,
15,"Raats Family Wines, MR Mvemve Raats de Compostella, Stellenbosch",2007,93.71,"A",3,,
19,"Raats Family Wines, MR Mvemve Raats de Compostella, Stellenbosch",2012,93.22,"B",5,,
23,"Raats Family Wines, MR Mvemve Raats de Compostella, Stellenbosch",2008,92.92,"B",5,,
28,"Raats Family Wines, MR Mvemve Raats de Compostella, Stellenbosch",2011,92.78,"C+",4,,
46,"Raats Family Wines, MR Mvemve Raats de Compostella, Stellenbosch",2014,91.91,"B",5,,
65,"Raats Family Wines, MR Mvemve Raats de Compostella, Stellenbosch",2006,91.03,"C+",3,,
87,"Raats Family Wines, MR Mvemve Raats de Compostella, Stellenbosch",2005,90.33,"C+",3,,
62,"Rustenberg Wines, John X Merriman, Stellenbosch",2005,91.05,"B",4,,
90,"Rustenberg Wines, John X Merriman, Stellenbosch",2004,90.14,"B",3,,
91,"Rustenberg Wines, John X Merriman, Stellenbosch",2010,90.05,"B",4,,
1,"The Sadie Family, Columella, Swartland",2008,96.09,"C+",3,,
2,"The Sadie Family, Columella, Swartland",2012,96.08,"B+",4,,
3,"The Sadie Family, Columella, Swartland",2014,96.02,"B",3,,
4,"The Sadie Family, Columella, Swartland",2011,95.34,"A+",4,,
5,"The Sadie Family, Columella, Swartland",2010,95.18,"C+",4,,
9,"The Sadie Family, Columella, Swartland",2009,94.49,"B+",5,,
13,"The Sadie Family, Columella, Swartland",2006,93.96,"B",4,,
17,"The Sadie Family, Columella, Swartland",2007,93.64,"B",4,,
20,"The Sadie Family, Columella, Swartland",2005,93.2,"B",5,,
24,"The Sadie Family, Columella, Swartland",2004,92.9,"C+",3,,
25,"The Sadie Family, Columella, Swartland",2013,92.87,"A+",3,,
70,"The Sadie Family, Columella, Swartland",2002,90.82,"A+",3,,
58,"Tokara, Director's Reserve Red, Stellenbosch",2011,91.33,"B",3,,
36,"Tokara, Director's Reserve White, White, Stellenbosch",2010,92.3,"A+",3,,
47,"Tokara, Director's Reserve White, White, Stellenbosch",2012,91.89,"A",3,,
29,"Vilafonte, Series C, Paarl",2007,92.55,"A+",4,16220,1198346
31,"Vilafonte, Series C, Paarl",2011,92.39,"A+",4,16220,3647258
33,"Vilafonte, Series C, Paarl",2014,92.38,"B",4,16220,4312745
38,"Vilafonte, Series C, Paarl",2009,92.23,"B",3,16220,1433026
40,"Vilafonte, Series C, Paarl",2012,92.16,"B",4,16220,3786434
43,"Vilafonte, Series C, Paarl",2006,91.95,"B",5,16220,16932
44,"Vilafonte, Series C, Paarl",2013,91.92,"B",3,16220,5054625
48,"Vilafonte, Series C, Paarl",2010,91.85,"B",5,16220,1433049
64,"Vilafonte, Series C, Paarl",2005,91.04,"A",3,16220,1197121
85,"Vilafonte, Series C, Paarl",2004,90.43,"B",4,16220,93389
22,"Vilafonte, Series M, Paarl",2009,93.08,"B+",4,16221,1740705
37,"Vilafonte, Series M, Paarl",2012,92.25,"B",4,16221,6635103
59,"Vilafonte, Series M, Paarl",2007,91.23,"B+",3,16221,1346723
68,"Vilafonte, Series M, Paarl",2011,90.89,"A",4,16221,2935876
74,"Vilafonte, Series M, Paarl",2004,90.77,"A",3,16221,1156165
78,"Vilafonte, Series M, Paarl",2010,90.63,"B",6,16221,2047540
72,"Warwick Wine Estate, Trilogy, Stellenbosch",2007,90.81,"A",4,,
1,"Planeta, Chardonnay, White, Menfi",2014,92.25,"A",4,4987,4073591
5,"Planeta, Chardonnay, White, Menfi",1999,91.3,"B+",3,4987,4126260
9,"Planeta, Chardonnay, White, Menfi",2011,90.71,"A+",6,4987,1586661
11,"Planeta, Chardonnay, White, Menfi",2010,90.39,"B+",4,4987,1638502
3,"Planeta, Cometa, White, Menfi",2013,91.77,"B+",3,4985,3617377
4,"Planeta, Cometa, White, Menfi",2001,91.62,"C+",3,4985,5554053
6,"Planeta, Cometa, White, Menfi",2014,91.25,"B",6,4985,6102517
7,"Planeta, Cometa, White, Menfi",2015,91.18,"B+",4,4985,14563379
8,"Planeta, Cometa, White, Menfi",2012,90.74,"B",4,4985,2960403
10,"Planeta, Cometa, White, Menfi",2011,90.59,"B",4,4985,1808592
12,"Planeta, Cometa, White, Menfi",2008,90.33,"B",3,4985,1125027
2,"Planeta, Moscato Bianco, White, Noto",2004,92.05,"B",3,,
4,"Croft, Vintage, Porto",2016,95,"C+",3,,
1,"Quinta Do Noval, Nacional Vintage, Porto",2016,99.89,"A+",3,,
2,"Quinta Do Noval, Vintage Port, Porto",2016,97.24,"C+",3,,
3,"Quinta Do Noval, Vintage Port, Porto",2015,95.35,"B+",3,,
3,"Weingut Joseph Spreitzer, Hattenheimer Wisselbrunnen Riesling Erstes Gewachs, White, Hattenheim",2016,91.92,"C",3,,
2,"Weingut Keller, Dalsheimer Hubacker Riesling Grosses Gewachs, White, Dalsheim",2006,94.52,"C+",3,,
1,"Weingut Robert Weil, Grafenberg Riesling Beerenauslese, White, Kiedrich",2016,95.27,"A",3,3223680,152394250
1,"Ao Yun, Shangri La",2013,92.33,"A+",4,,
